book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
653,156007754,"Jos?? Saramago, Giovanni Pontiero",1995,Ensaio Sobre a Cegueira,Blindness,en-US,4.08,98738,133257,11061,https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409s/2526.jpg,8,66.51
654,374158460,Jonathan Franzen,2010,Freedom,Freedom,en-US,3.73,119213,130682,12909,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686s/7905092.jpg,8,15.11
655,142421715,Ally Condie,2011,Crossed,"Crossed (Matched, #2)",eng,3.52,100886,179584,14020,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg,3,48.49
656,1423100034,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You","I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",en-US,3.82,150222,157885,6720,https://images.gr-assets.com/books/1334491180m/852470.jpg,https://images.gr-assets.com/books/1334491180s/852470.jpg,6,48.02
657,1416562591,Aravind Adiga,2008,The White Tiger,The White Tiger,eng,3.71,114531,125632,8334,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,7,70.31
658,1841156736,Jonathan Franzen,2001,The Corrections,The Corrections,eng,3.78,117657,131271,8201,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg,7,46.36
659,1921351438,Barack Obama,1995,Dreams from My Father,Dreams from My Father: A Story of Race and Inheritance,eng,3.81,128961,135594,5843,https://images.gr-assets.com/books/1352340675m/88061.jpg,https://images.gr-assets.com/books/1352340675s/88061.jpg,2,80.56
660,60541830,Michael Crichton,1980,Congo,Congo,eng,3.55,129811,134422,1587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,17.12
661,689711735,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,146073,147047,2213,https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744s/46677.jpg,5,99.76
662,618101365,Jhumpa Lahiri,1999,Interpreter of Maladies,Interpreter of Maladies,eng,4.12,110651,125062,8145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,74.47
663,60838655,Howard Zinn,1980,A People's History of the United States: 1492 to Present ,A People's History of the United States,eng,4.07,137372,142326,4320,https://images.gr-assets.com/books/1494279423m/2767.jpg,https://images.gr-assets.com/books/1494279423s/2767.jpg,3,57.13
664,679745653,Truman Capote,1958,Breakfast at Tiffany's,Breakfast at Tiffany's,eng,3.89,129778,158526,7331,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg,6,42.52
665,345504968,Justin Cronin,2010,The Passage,"The Passage (The Passage, #1)",eng,4.04,126993,145772,16506,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg,1,21.49
666,60515198,Neil Gaiman,2005,Anansi Boys,Anansi Boys,eng,4,137639,153465,7758,https://images.gr-assets.com/books/1479778049m/2744.jpg,https://images.gr-assets.com/books/1479778049s/2744.jpg,1,111.14
667,670011940,Sarah Dessen,2009,Along for the Ride,Along for the Ride,eng,4.08,151721,156330,6238,https://images.gr-assets.com/books/1479692098m/5664985.jpg,https://images.gr-assets.com/books/1479692098s/5664985.jpg,10,60.83
668,159420571X,Celeste Ng,2014,Everything I Never Told You,Everything I Never Told You,eng,3.78,108703,134550,15177,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg,5,99.36
669,553383809,"Isabel Allende, Magda Bogin",1982,La casa de los esp??ritus,The House of the Spirits,en-US,4.2,119930,140339,5244,https://images.gr-assets.com/books/1358615501m/9328.jpg,https://images.gr-assets.com/books/1358615501s/9328.jpg,1,91.07
670,451155750,Stephen King,1979,The Dead Zone,The Dead Zone,en-US,3.9,132723,139386,2294,https://images.gr-assets.com/books/1283509622m/11573.jpg,https://images.gr-assets.com/books/1283509622s/11573.jpg,1,43.93
671,646418432,"Agatha Christie, ?≠?®???????Ò ?ú???ß?®??",1920,The Mysterious Affair at Styles,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng,3.98,135514,148617,3826,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,4,6.97
672,425200450,Agatha Christie,1934,Murder in the Calais Coach,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,138444,173662,8713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,106.38
673,307271080,Chimamanda Ngozi Adichie,2013,Americanah,Americanah,eng,4.26,113252,135108,13831,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg,10,94.65
674,446611085,James Patterson,2001,Suzanne's Diary for Nicholas,Suzanne's Diary for Nicholas,eng,4.16,121398,124164,4255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,91
675,451167805,Stephen King,1980,Firestarter,Firestarter,eng,3.85,142213,148131,1859,https://images.gr-assets.com/books/1394208032m/233667.jpg,https://images.gr-assets.com/books/1394208032s/233667.jpg,8,109.73
676,425263924,Sylvia Day,2013,Entwined with You,"Entwined with You (Crossfire, #3)",eng,4.19,141641,157731,9728,https://images.gr-assets.com/books/1362526983m/15731779.jpg,https://images.gr-assets.com/books/1362526983s/15731779.jpg,8,10.04
677,307266303,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27,109642,121428,11605,https://images.gr-assets.com/books/1320531983m/6289283.jpg,https://images.gr-assets.com/books/1320531983s/6289283.jpg,10,84.71
678,1616203218,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,eng,3.98,115393,145313,20980,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg,7,49.85
679,590133373,Ludwig Bemelmans,1939,Mad About Madeline,Madeline,en-GB,4.22,156726,158318,1407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,107.58
680,1585424331,Napoleon Hill,1937,Think and Grow Rich,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng,4.17,87445,117444,3272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,107.14
681,60885378,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127,177991,4096,https://images.gr-assets.com/books/1475195170m/8337.jpg,https://images.gr-assets.com/books/1475195170s/8337.jpg,4,100.96
682,765356155,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,Jonathan Strange & Mr Norrell,eng,3.8,133683,154688,11516,https://images.gr-assets.com/books/1357027589m/14201.jpg,https://images.gr-assets.com/books/1357027589s/14201.jpg,4,74.1
683,446696137,Nicholas Sparks,2001,A Bend in the Road,A Bend in the Road,eng,4.02,116800,123173,3392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,38.38
684,1423146727,Rick Riordan,2013,The House of Hades,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,175407,11843,https://images.gr-assets.com/books/1464201430m/12127810.jpg,https://images.gr-assets.com/books/1464201430s/12127810.jpg,4,81.05
685,61448761,Michael  Grant,2008,Gone,"Gone (Gone, #1)",eng,3.85,144606,153953,9445,https://images.gr-assets.com/books/1357796831m/2536134.jpg,https://images.gr-assets.com/books/1357796831s/2536134.jpg,5,13.8
686,446615862,Nicholas Sparks,2003,The Wedding,"The Wedding (The Notebook, #2)",en-US,3.98,118045,124358,5443,https://images.gr-assets.com/books/1385738787m/3466.jpg,https://images.gr-assets.com/books/1385738787s/3466.jpg,3,109.82
687,743226720,David McCullough,2005,1776,1776,eng,4.06,130293,135378,5963,https://images.gr-assets.com/books/1306787560m/1067.jpg,https://images.gr-assets.com/books/1306787560s/1067.jpg,5,43.65
688,330419129,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,112167,123697,8947,https://images.gr-assets.com/books/1356441391m/10847.jpg,https://images.gr-assets.com/books/1356441391s/10847.jpg,3,23.16
689,61928127,Jess Walter,2012,Beautiful Ruins,Beautiful Ruins,eng,3.67,116053,128321,13738,https://images.gr-assets.com/books/1338161553m/11447921.jpg,https://images.gr-assets.com/books/1338161553s/11447921.jpg,7,54.13
690,307237699,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873,114115,4511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,9.38
691,743455967,Stephen King,1999,On Writing: A Memoir of the Craft,On Writing: A Memoir of the Craft,eng,4.31,131481,151918,11807,https://images.gr-assets.com/books/1436735207m/10569.jpg,https://images.gr-assets.com/books/1436735207s/10569.jpg,9,16.43
692,312364083,Kristin Hannah,2008,Firefly Lane,"Firefly Lane (Firefly Lane, #1)",en-US,4.04,121966,131124,11137,https://images.gr-assets.com/books/1362435448m/1472878.jpg,https://images.gr-assets.com/books/1362435448s/1472878.jpg,1,11.83
693,345418972,Michael Crichton,1987,Sphere,Sphere,eng,3.77,128244,135005,2313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,85.39
694,312348673,Emily Giffin,2008,Love the One You're With,Love the One You're With,en-US,3.7,124812,129614,4743,https://images.gr-assets.com/books/1361466590m/2120652.jpg,https://images.gr-assets.com/books/1361466590s/2120652.jpg,2,28.9
695,316206873,"Robert Galbraith, J.K. Rowling",2014,The Silkworm,"The Silkworm (Cormoran Strike, #2)",eng,4.03,120008,145146,13549,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg,6,15.24
696,345476883,Anne Rice,1985,The Vampire Lestat,"The Vampire Lestat (The Vampire Chronicles, #2)",eng,4.05,141299,150967,3097,https://images.gr-assets.com/books/1347515742m/43814.jpg,https://images.gr-assets.com/books/1347515742s/43814.jpg,9,110.79
697,62049801,Ann Patchett,2011,State of Wonder,State of Wonder,eng,3.85,124837,135740,14781,https://images.gr-assets.com/books/1454428541m/9118135.jpg,https://images.gr-assets.com/books/1454428541s/9118135.jpg,8,26.18
698,374533571,Matthew Quick,2008,The Silver Linings Playbook,The Silver Linings Playbook,en-US,4,110939,129408,11059,https://images.gr-assets.com/books/1358277412m/13539044.jpg,https://images.gr-assets.com/books/1358277412s/13539044.jpg,8,77.89
699,076072850X,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers,Twenty Thousand Leagues Under the Sea,eng,3.86,121112,148698,4608,https://images.gr-assets.com/books/1494979127m/33507.jpg,https://images.gr-assets.com/books/1494979127s/33507.jpg,7,94.32
700,743272498,Philippa Gregory,2005,The Constant Princess,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US,3.88,124786,130800,4166,https://images.gr-assets.com/books/1355932704m/16181.jpg,https://images.gr-assets.com/books/1355932704s/16181.jpg,4,47.01
701,151009988,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway,Mrs. Dalloway,en-US,3.78,136327,158347,6360,https://images.gr-assets.com/books/1479336522m/14942.jpg,https://images.gr-assets.com/books/1479336522s/14942.jpg,4,82.65
702,1843913720,"Jonas Jonasson, Rod Bradbury",2009,Hundra?ùringen som klev ut genom f??nstret och f??rsvann,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB,3.81,92275,137865,16350,https://images.gr-assets.com/books/1334848488m/13486632.jpg,https://images.gr-assets.com/books/1334848488s/13486632.jpg,6,43.51
703,067102423X,Stephen King,1998,Bag of Bones,Bag of Bones,en-US,3.87,131004,137867,3087,https://images.gr-assets.com/books/1365592796m/10589.jpg,https://images.gr-assets.com/books/1365592796s/10589.jpg,10,96.92
704,786226749,John Irving,1985,The Cider House Rules,The Cider House Rules,eng,4.1,124876,134263,3170,https://images.gr-assets.com/books/1327962519m/4687.jpg,https://images.gr-assets.com/books/1327962519s/4687.jpg,5,72.43
705,451190750,"Richard Bachman, Stephen King",1984,Thinner,Thinner,en-GB,3.66,130219,136473,1641,https://images.gr-assets.com/books/1346947063m/10605.jpg,https://images.gr-assets.com/books/1346947063s/10605.jpg,4,5.32
706,014044906X,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Le tour du monde en quatre-vingts jours,Around the World in Eighty Days,eng,3.9,117108,141132,4341,https://images.gr-assets.com/books/1308815551m/54479.jpg,https://images.gr-assets.com/books/1308815551s/54479.jpg,7,73.18
707,60739495,Sharon Creech,1994,Walk Two Moons,Walk Two Moons,eng,3.95,129350,132970,5530,https://images.gr-assets.com/books/1389035862m/53496.jpg,https://images.gr-assets.com/books/1389035862s/53496.jpg,5,37.52
708,60589280,"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,Eleven Minutes,eng,3.69,102206,116141,5444,https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987s/1430.jpg,8,45.18
709,316767727,J.D. Salinger,1953,Nine Stories,Nine Stories,eng,4.19,105138,117297,3423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,9,50.32
710,031610969X,Julie Powell,2005,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen","Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng,3.67,121373,129563,7434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,43.77
711,1416912045,Neal Shusterman,2007,Unwind,"Unwind (Unwind, #1)",eng,4.18,143892,152643,15376,https://images.gr-assets.com/books/1297677706m/764347.jpg,https://images.gr-assets.com/books/1297677706s/764347.jpg,4,27.5
712,385335989,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)","Drums of Autumn (Outlander, #4)",eng,4.34,123736,145728,5743,https://images.gr-assets.com/books/1500688941m/10988.jpg,https://images.gr-assets.com/books/1500688941s/10988.jpg,10,17.88
713,399256768,Marie Lu,2013,Prodigy,"Prodigy (Legend, #2)",eng,4.29,149702,160193,12663,https://images.gr-assets.com/books/1336254717m/13414446.jpg,https://images.gr-assets.com/books/1336254717s/13414446.jpg,3,69.42
714,074348276X,William Shakespeare,1603,The Tragedie of King Lear,King Lear,eng,3.89,135448,147282,3079,https://images.gr-assets.com/books/1331563731m/12938.jpg,https://images.gr-assets.com/books/1331563731s/12938.jpg,3,53.68
715,435233076,Arthur Miller,1949,Death of a Salesman,Death of a Salesman,eng,3.49,132061,147597,3486,https://images.gr-assets.com/books/1469024140m/12898.jpg,https://images.gr-assets.com/books/1469024140s/12898.jpg,1,85.89
716,446579920,Nicholas Sparks,2007,The Choice,The Choice,en-US,3.99,93479,128525,6808,https://images.gr-assets.com/books/1385739133m/531350.jpg,https://images.gr-assets.com/books/1385739133s/531350.jpg,1,92.73
717,545422906,Kate Egan,2012,,The Hunger Games: Official Illustrated Movie Companion,en-US,4.51,119915,120075,384,https://images.gr-assets.com/books/1363678804m/11742691.jpg,https://images.gr-assets.com/books/1363678804s/11742691.jpg,5,42.53
718,,William Faulkner,1929,The Sound and the Fury,The Sound and the Fury,eng,3.86,124665,133331,5485,https://images.gr-assets.com/books/1433089995m/10975.jpg,https://images.gr-assets.com/books/1433089995s/10975.jpg,2,54.74
719,452287588,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,A New Earth: Awakening to Your Life's Purpose,eng,4.02,106211,113457,5862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10,104.23
720,1591164419,Tite Kubo,2002,BLEACHÉ???ü??ü¶?ü¨?üÅÉ?????1,"Bleach, Volume 01",eng,4.21,120004,120433,890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1,59.28
721,1451666179,Allie Brosh,2013,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng,4.17,118910,131008,10136,https://images.gr-assets.com/books/1409522492m/17571564.jpg,https://images.gr-assets.com/books/1409522492s/17571564.jpg,3,93.74
722,812513738,Robert Jordan,1992,The Shadow Rising ,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,122524,130562,2145,https://images.gr-assets.com/books/1470841890m/9539.jpg,https://images.gr-assets.com/books/1470841890s/9539.jpg,6,74.71
723,192076920X,Gregory David Roberts,2003,Shantaram,Shantaram,eng,4.26,95213,111838,10295,https://images.gr-assets.com/books/1333482282m/33600.jpg,https://images.gr-assets.com/books/1333482282s/33600.jpg,3,15.38
